full_sq,life_sq,material,num_room
49,22,1,2
32,18,1,1
79,54,2,3
82,56,1,3
64,36,2,2
54,32,1,2
47,29,1,2
35,19,1,1
134,134,1,3
52,34,1,3
47,29,2,2
34,34,1,1
38,19,5,1
83,43,1,3
74,36,6,2
32,18,1,1
44,28,2,2
34,19,5,1
39,19,1,1
57,31,1,2
58,58,1,2
96,61,1,4
36,19,1,1
42,42,1,1
59,30,1,2
38,19,1,1
53,32,1,2
52,52,1,2
65,35,1,2
37,19,1,1
54,32,1,2
54,30,1,2
102,50,1,3
62,50,4,2
46,17,1,1
45,30,1,2
32,18,1,1
55,36,5,3
38,18,2,1
40,40,1,1
36,19,1,1
74,74,1,1
51,34,1,3
78,51,2,3
18,11,2,1
60,40,4,2
38,22,1,2
51,30,1,2
44,28,1,2
47,29,1,2
44,42,1,1
44,27,1,2
125,125,1,3
54,41,2,3
42,24,1,2
61,56,6,2
44,28,1,2
56,41,2,3
42,38,1,1
34,22,2,1
68,44,1,3
50,30,1,2
35,17,1,1
38,25,2,2
59,42,1,3
65,35,4,2
35,19,1,1
75,49,2,3
39,19,1,1
43,27,2,2
85,47,1,3
49,32,2,2
38,18,1,1
45,30,1,2
40,20,1,1
37,19,5,1
37,22,5,2
63,32,4,2
62,39,1,3
92,54,6,3
30,18,2,1
68,64,5,3
34,18,2,1
79,46,1,3
74,39,1,2
61,43,1,3
59,34,1,2
37,37,1,1
33,18,5,1
24,16,2,1
38,22,1,2
84,84,4,3
35,18,1,1
45,28,1,2
44,27,1,2
47,47,4,1
38,19,1,1
41,19,4,1
42,27,1,2
38,19,5,1
30,18,2,1
43,31,1,2
46,29,1,2
42,42,4,1
86,51,2,3
15,11,2,1
51,30,1,2
45,28,1,2
71,71,6,2
36,15,5,1
37,23,5,2
37,18,1,1
53,29,1,2
38,19,1,1
78,49,1,3
61,58,4,2
60,33,1,2
44,29,1,2
62,43,1,3
35,20,5,1
64,43,1,3
38,23,5,2
134,70,6,3
44,28,1,2
45,44,4,1
38,18,1,1
72,40,1,3
45,29,1,2
64,39,1,3
55,38,2,3
32,19,2,1
73,47,2,3
59,44,1,3
59,13,4,1
38,16,2,1
48,48,1,1
52,31,5,2
39,19,1,1
37,37,1,1
42,28,2,2
39,23,5,2
63,33,1,2
43,28,2,2
15,11,2,1
85,52,1,3
117,66,6,4
78,46,1,3
66,44,1,3
32,18,1,1
44,27,2,2
42,28,2,2
32,18,1,1
38,18,1,1
45,28,1,2
32,32,1,1
115,72,1,4
59,43,1,3
47,42,1,1
41,39,4,1
39,20,1,1
45,45,4,1
57,31,1,2
51,30,1,2
37,19,1,1
67,35,4,2
37,22,5,2
33,33,1,1
41,20,1,1
34,34,1,1
35,19,5,1
74,44,1,3
62,59,2,2
85,51,2,3
53,30,1,2
61,38,1,3
45,28,1,2
64,43,1,3
115,115,2,2
62,45,1,3
39,20,6,1
69,44,1,3
48,28,1,2
55,35,2,3
52,30,1,2
38,23,5,2
57,57,1,2
55,39,2,3
57,30,1,2
45,27,1,2
58,52,2,1
63,33,1,2
75,71,1,3
37,19,1,1
69,48,2,3
75,75,1,2
76,50,2,3
61,40,6,2
79,45,1,3
46,28,2,2
41,26,2,2
39,21,1,1
60,60,1,2
95,51,6,3
43,27,1,2
35,20,1,1
44,30,1,2
79,44,1,3
39,15,1,1
47,30,1,2
58,58,1,2
45,27,1,2
53,32,1,2
36,20,1,1
30,17,1,1
84,84,1,3
