full_sq,life_sq,material,num_room
61,44,1,3
83,83,1,3
45,28,1,2
65,63,2,2
41,18,2,1
37,19,1,1
59,33,1,2
42,20,1,1
52,30,1,2
80,80,1,2
36,21,1,1
57,42,2,3
91,87,1,3
35,14,1,1
35,18,1,1
57,28,6,2
38,38,1,1
37,19,1,1
45,27,1,2
134,134,1,3
38,19,1,1
68,43,1,4
38,23,5,2
58,38,1,3
45,28,5,2
53,28,5,2
93,29,4,2
46,30,1,2
75,53,1,3
75,46,1,3
72,47,2,3
43,26,2,2
45,30,1,2
78,52,5,3
57,35,1,2
32,18,1,1
45,27,1,2
46,29,5,2
55,31,1,2
53,31,1,2
38,38,1,1
44,44,4,1
54,28,1,2
61,31,1,2
48,30,1,2
47,47,4,1
60,34,1,2
70,67,4,2
43,18,1,1
44,28,1,2
41,26,5,2
46,19,1,1
40,24,2,2
64,43,1,3
81,54,2,3
129,106,6,3
91,62,1,4
35,19,1,1
41,27,1,2
56,55,4,2
37,17,1,1
46,28,5,2
40,38,1,1
53,38,1,3
143,78,4,3
64,46,1,4
58,33,1,2
36,20,5,1
40,23,5,2
30,18,2,1
38,18,4,1
36,21,1,1
64,64,1,2
32,18,1,1
38,18,4,1
37,18,1,1
68,34,1,2
39,17,1,1
34,16,2,1
38,19,5,1
34,32,5,1
36,19,2,1
37,18,5,1
47,31,1,2
79,44,1,3
38,38,1,1
52,34,1,3
75,38,4,2
39,19,1,1
30,17,2,1
66,66,6,2
131,68,6,4
43,20,1,1
55,32,2,2
56,34,2,3
65,44,5,3
54,32,1,2
45,28,1,2
77,45,1,3
35,19,1,1
52,29,1,2
73,34,1,2
61,61,6,2
57,33,1,2
79,41,1,3
63,38,1,3
42,19,1,1
52,50,4,2
32,21,5,1
49,29,2,2
44,43,5,2
38,19,1,1
74,45,1,3
50,50,1,1
44,30,2,2
41,20,1,1
30,18,2,1
63,43,1,3
57,57,1,2
46,28,1,2
34,34,1,1
32,16,2,1
37,19,1,1
40,26,2,2
58,43,1,3
39,19,1,1
54,54,1,1
46,28,1,2
34,19,5,1
32,21,5,1
59,58,1,2
40,40,4,1
52,50,2,2
35,20,5,1
56,41,2,3
32,18,1,1
68,46,5,3
28,15,2,1
65,35,1,3
92,92,1,4
50,35,1,2
53,31,1,2
79,79,1,3
45,30,1,2
96,91,1,3
32,20,1,1
95,95,4,3
46,46,5,2
34,20,2,2
57,30,1,2
43,27,1,2
50,32,2,2
115,55,2,3
83,47,2,3
42,42,1,1
39,19,1,1
25,13,1,1
