full_sq,life_sq,material,num_room
75,43,1,3
60,43,1,3
37,22,5,2
45,28,1,2
75,40,4,2
66,47,1,4
41,20,1,1
40,26,2,2
44,27,1,2
37,34,5,1
55,28,1,2
36,18,5,1
43,27,1,2
52,31,1,2
44,27,1,2
37,22,1,2
38,19,5,1
60,33,1,2
73,44,1,3
31,18,2,1
53,30,1,2
53,32,1,2
29,18,2,1
48,34,1,3
36,22,5,1
57,56,5,2
61,61,1,2
71,40,1,2
44,29,1,2
36,21,1,1
53,34,2,3
36,19,1,1
117,65,4,3
38,20,1,1
38,19,1,1
77,45,1,3
39,23,5,2
38,20,2,1
67,32,4,2
31,18,2,1
123,67,4,3
218,174,4,2
33,18,1,1
44,28,2,2
36,19,1,1
43,32,2,2
63,46,5,3
38,23,5,2
53,31,1,2
52,30,1,2
66,39,1,2
38,23,5,2
46,29,5,2
62,38,1,3
73,73,1,3
79,79,1,3
74,45,1,3
45,28,5,2
31,19,5,1
73,43,1,3
46,44,4,1
62,62,1,2
93,58,2,3
74,46,1,3
32,18,1,1
75,75,1,2
33,20,1,1
41,20,1,1
44,30,1,2
42,26,1,2
48,30,1,2
44,27,1,2
38,17,1,1
65,46,1,4
44,31,5,2
38,18,1,1
79,51,1,4
49,34,1,3
53,32,1,2
52,52,4,2
65,43,2,3
82,49,1,3
57,40,2,3
73,42,1,3
29,13,1,1
61,61,1,2
33,21,1,1
57,43,2,3
33,20,1,1
64,37,1,2
44,27,1,2
37,18,1,1
77,46,1,3
47,46,1,2
50,28,1,2
108,59,4,3
121,61,6,3
67,46,1,3
52,31,1,2
44,30,2,2
51,30,2,2
99,65,2,4
48,42,1,1
65,65,6,3
54,30,1,2
50,50,1,1
84,84,1,3
41,26,5,2
54,32,1,2
35,14,1,1
77,45,1,3
37,19,1,1
66,36,6,2
53,30,1,2
32,20,1,1
44,28,1,2
38,19,1,1
102,60,6,3
55,31,1,2
61,39,1,3
37,37,1,1
32,20,1,1
47,29,1,2
36,19,1,1
45,28,1,2
54,32,1,2
30,18,2,1
32,18,1,1
44,28,2,2
72,43,1,3
21,13,2,1
51,30,1,2
43,27,2,2
78,46,1,3
39,20,1,1
62,62,1,2
61,32,4,2
51,30,1,2
42,28,2,2
54,32,1,2
32,18,1,1
74,45,1,3
48,32,1,2
59,36,2,2
39,18,2,1
62,41,2,3
45,32,5,2
37,19,1,1
38,37,1,1
38,23,5,2
74,74,1,2
77,43,1,3
37,19,5,1
216,121,4,4
34,19,5,1
44,27,1,2
78,77,4,3
55,39,5,3
54,54,4,1
64,43,1,3
77,74,1,3
63,63,1,2
64,64,1,2
44,28,1,2
71,39,5,2
44,29,2,2
96,96,1,3
37,22,6,1
38,23,5,2
41,41,4,1
65,61,6,2
61,33,1,2
58,34,4,2
40,20,1,1
37,36,4,1
51,30,1,2
35,19,5,1
40,25,2,2
45,28,2,2
59,43,1,3
46,27,1,2
64,64,4,2
39,39,1,1
58,58,1,2
36,18,2,1
38,19,1,1
56,29,1,2
58,30,1,2
32,17,1,1
39,39,1,1
39,22,5,2
61,44,1,3
96,56,2,3
107,107,6,3
32,32,1,1
72,48,2,3
42,24,1,2
48,31,5,2
46,46,6,1
38,19,1,1
76,53,2,3
30,18,2,1
38,38,4,1
39,19,1,1
56,37,2,3
41,26,1,2
82,37,6,2
67,45,2,3
42,18,6,1
38,38,1,1
75,46,1,3
37,24,1,2
82,55,2,3
56,35,2,2
48,42,1,1
41,41,1,1
41,21,1,1
53,30,1,2
43,27,2,2
38,19,1,1
45,29,1,2
32,16,1,1
29,16,5,1
53,28,6,2
65,44,1,3
30,18,2,1
29,17,2,1
77,47,2,3
35,19,1,1
42,42,1,1
46,22,6,1
28,13,1,1
39,39,1,1
58,38,1,3
105,70,2,4
42,38,1,1
60,30,1,2
46,30,1,2
58,58,1,2
79,47,1,3
46,27,1,2
45,44,1,2
44,26,2,2
64,40,6,2
38,18,4,1
32,19,1,1
33,17,2,1
44,31,5,2
30,18,1,1
100,64,1,4
76,38,4,2
32,17,5,1
78,40,1,2
134,66,4,3
75,46,1,3
52,30,1,2
58,43,1,3
38,19,1,1
57,41,2,3
41,26,1,2
65,64,6,3
44,33,1,3
58,32,1,2
79,79,1,3
54,32,1,2
36,18,1,1
85,55,2,3
41,25,2,2
62,34,4,2
34,18,1,1
43,28,1,2
48,43,1,2
52,30,5,2
52,30,1,2
53,32,2,2
32,18,2,1
56,29,1,2
63,33,1,2
77,77,1,2
82,76,4,2
54,32,1,2
56,37,1,3
73,42,1,3
42,18,1,1
35,17,1,1
55,30,1,2
38,19,1,1
53,30,1,2
33,19,1,1
44,27,1,2
60,43,1,3
54,28,1,2
39,37,1,1
30,15,1,1
39,20,1,1
53,33,2,2
57,38,1,3
82,82,1,3
44,24,5,2
36,19,1,1
64,44,1,3
48,31,5,2
44,28,5,2
58,32,1,2
30,18,2,1
45,29,1,2
31,21,1,1
45,28,1,2
67,42,5,3
38,18,1,1
38,18,1,1
44,27,1,2
34,19,5,1
