x1,x2,x3,y
-229.40384394474773,-16.079363604793876,42.82187373957999,77893.18120371863
-222.0402443050845,4.182795606133311,32.27081612806426,40859.60959533056
-206.39555318141714,-21.196379633225465,2.9596810238080304,6097.746262133684
-197.26984214059507,-25.971035066925747,35.637316893395045,70808.34159283165
-209.38140500569557,-6.020448210732123,33.00732159428199,8057.808851939804
-203.2924193157149,-14.620048885996518,50.45784837563835,104437.10401701258
-214.88738204756902,-7.815161784869197,42.450620701903944,59123.48637885194
-203.15595795567233,-6.099112548153695,24.036986414831805,15691.373313087259
-219.4380913341842,-0.26468080712972863,49.52987440963439,96995.4799312931
-210.16823385940745,27.727729085376943,49.70064412072542,104286.55621301035
-219.73611083788393,-19.106265862972723,6.665693047025071,11649.693972503137
-205.75639418287903,-7.353709447417344,25.422693343635206,11195.357714351405
-205.69901950082485,35.10143479589474,48.215530988943215,96415.53104701455
-204.82503124279296,21.781220081164477,8.129237220453124,13436.853043256911
-201.4872879937585,-13.082217016236957,46.07493845951958,106632.97701717491
-201.4775361159732,-19.726770501616823,5.992758629056539,6858.085391073567
-220.86688684822676,22.750933420442742,43.30892705340374,61688.61685394503
-224.90451532664028,-16.22016214130163,33.56495358357191,50582.47746837082
-217.58946389863024,-10.880845857240505,5.8272586796661985,-8854.74395727659
-204.03006986822487,23.32724397193917,18.515725275029833,4639.436420354836
-229.63204482043403,-9.256969347275128,35.70965895432666,42053.001688761
-213.72155496001503,-23.09020126377338,20.219838419604084,6919.330966364819
-205.2068197525225,-14.897069057940737,11.587865052987276,9953.548664374775
-212.63652114082586,-24.89564101376978,18.644654395953868,-2459.4543678969494
-226.36246067984888,13.606967074564565,13.345798815792211,18003.59179774708
-219.49861498954309,9.925468937550903,42.3607650277691,73004.6245563517
-197.14946724671387,21.331947669628384,29.293683594487856,21133.926177418227
-212.0069925337761,1.864248841624864,27.139040944523686,2359.738172213405
-220.7734537653783,33.75265823370908,43.77919150212277,92340.43816067133
-203.12185537402326,8.813188408731783,8.08602332366548,2519.1652908931046
-194.7984405506343,31.560237941012623,43.19979979343868,78606.36662468403
-195.34941106757407,37.60743845498569,49.903093108510596,98617.38684073155
-204.3177052521168,1.8461418516189667,28.509101682594945,38569.43452200772
-213.0857483074666,15.266767292421022,14.878488444394364,5686.0134952829585
-196.00201332940333,11.830484588387641,30.789784897575885,26974.75822628713
-200.73862326654756,-25.613426767053426,6.855791897366162,25584.012378537685
-198.31694806544283,25.433705342614452,39.97527260206085,85043.56057145663
-203.25932575837865,-13.71093442898377,38.05141518342358,87559.42853318102
-201.77274116959728,-33.99877574276124,5.109306525268048,4526.380252163138
-203.11457635620474,-28.414100232350076,8.803334354714439,10116.467669722831
-196.2218901601858,-14.711926829595406,24.177956132422143,-2843.591977639111
-193.96911137751326,-23.775593560380198,41.58354374928984,57880.79697313895
-222.77077745715098,34.86342679308682,25.975770850665416,10046.97124828809
-219.98478236056013,-10.660361987648383,5.9946944496250625,171.74634012198612
-228.1707267635677,-1.9865622907153906,44.74232514027191,66537.92530494861
-216.53632207078792,30.001384035725344,45.66565068879603,59769.594497597885
-218.83662648735037,7.227950128229715,15.824931446956985,-197.256132647527
-202.6420179934212,9.709477686011056,46.750013352312386,89215.39486290893
-223.6066052419844,17.146296218377074,23.162471489044673,23429.693452082684
-204.96765855260693,41.209196396279175,18.884657366096956,5484.159264258986
-194.03581207809603,28.238741157586,36.240961911581834,61139.38412689229
-223.15376762061692,-13.654304317775992,10.853412522076436,-4623.756059190438
-224.25878825543998,-12.517031359722058,6.6738317826719395,-6022.044829067991
-194.20300650089183,5.99936672601882,28.817120089982215,16843.399480528835
-201.89728087608063,15.120978054810301,32.126989085290234,38339.67040915636
-229.0448343529444,17.160008158931753,35.28638765540012,26000.94481176674
-208.01903764852227,-37.12794876179622,38.707359896967255,43643.40661236085
-197.6685862562917,31.10576492432461,31.777074332572067,29012.578905148235
-227.07938773810864,8.615672965566446,37.26317573271479,50866.61191203983
-202.39966513134624,8.25622504941829,6.544316129352527,-3471.427627748514
-200.45078658336,11.156917338867558,39.88709884770522,66871.46216589308
-224.19808433146406,-30.597054931839743,8.889108133532162,6755.3325621484955
-208.4849839815045,25.605203208578928,37.03375653179943,58788.64372660111
-212.19306617936135,24.633760859097258,15.178542773778958,-4077.6891328023703
-202.57529740597815,10.58748473795903,38.95598891324013,50361.81527792455
-205.79829069139166,25.2284314220783,25.006593950278337,1010.0641384631417
-221.55091521541675,31.219362616515433,3.5916363385035384,4134.444117197161
-194.52493462746662,19.963854227109138,50.04522922506486,117405.36181907693
-213.40024276564375,41.147671543291985,32.9178410654776,54755.73773845443
-203.69879493150898,14.164483433566893,41.34273096028533,68250.6814783226
-201.85609080477457,-12.391333905266599,48.940241334986254,104157.22048985919
-204.83065319667517,27.968307307329518,26.146959397022787,8072.70844801229
-218.6422982385,27.12766790944243,13.283754391641914,10575.279116520422
-228.6167347125297,22.356933664722135,37.19570257696806,29742.80434275257
-205.501223292411,-8.452950212680275,16.058760985174455,5422.78024196332
-200.46424897692188,32.268385066955695,3.72271417475405,211.00420966238016
-215.74253470250218,-12.128324798267624,12.911730013988365,-4096.58078106314
-197.89922357604192,-3.2597800186105985,45.59485894087661,88918.09977248084
-218.1795892669472,-14.362340744301221,33.29297229893004,40935.695575137695
-197.6178626015388,-21.708983708079135,41.45222188011744,75848.48728658944
-216.26599545709126,3.3041452716238524,16.81794847297323,-772.8381667352896
-196.4409807903991,-10.65571580650689,12.211780983945147,-15574.87030445411
-226.72459057925795,-15.440825696391574,9.673918334661703,-8150.319386222755
-223.24051421018123,-32.50982740141498,5.83182552194087,-5386.303784755035
-195.71251354710452,-34.870535746489814,17.430194327078823,9555.428565461258
-196.35696626246943,20.992770205556134,42.18412899444336,53950.18273585735
-230.81846370142884,-9.259029378015903,25.884687014900237,30424.499094661463
-202.69571049582927,22.245678079087384,7.820423490648621,15955.78843927663
-202.79383963471514,-20.21813722885911,25.97869812579749,14097.554320483654
-225.81078459721564,-25.68348707954165,20.851096058255088,-14277.100518321364
-226.02802306428234,24.015309300610504,19.070680452771466,9347.444341452605
-207.12195973983742,40.779047667918086,8.72320258465604,21812.65235898407
-219.25759956838738,30.164311919084476,6.186568715869308,899.0050437304799
-217.5758816573932,-27.30964271014081,45.054998021412935,92481.5698363863
-212.76485071862513,-17.86893381466292,11.74088267050945,17640.631742461126
-227.11876417004288,-15.237815862690237,42.79820073083753,41364.87145149878
-213.06251939388574,-13.643070077984383,20.693318725249,-4260.107836703193
-230.50254376311887,-27.281554523320168,38.84974961541568,56362.78097889616
-215.88503886017185,-26.13267560745159,44.98911872324661,97913.73303965086
-194.3462840299148,3.5890936423328412,35.966570915109195,31946.172507229145
