full_sq,life_sq,material,num_room
49,31,5,2
34,19,1,1
86,50,1,3
54,32,1,2
60,29,4,2
44,27,1,2
44,30,1,2
34,34,2,1
40,26,2,2
76,45,1,3
53,32,1,2
41,26,1,2
59,44,1,3
30,18,2,1
38,20,1,1
38,19,1,1
77,51,2,3
48,30,1,2
42,18,4,1
75,45,1,3
46,29,1,2
41,41,1,1
55,30,1,2
59,44,1,3
39,21,1,1
63,33,1,2
37,23,5,2
95,63,1,4
37,19,1,1
47,30,4,1
71,44,1,3
51,29,1,2
35,19,5,1
38,19,5,1
67,67,1,3
78,47,1,3
54,32,1,2
40,40,4,1
45,29,1,2
31,18,5,2
57,34,1,2
35,19,5,1
32,21,5,1
46,29,1,2
64,29,1,2
73,44,1,3
35,19,5,1
45,30,1,2
69,39,1,3
41,26,1,2
54,28,5,2
44,27,1,2
75,44,1,3
38,20,1,1
48,29,1,2
89,89,2,3
37,13,2,1
77,46,1,3
52,34,2,2
70,69,2,3
76,45,1,3
63,31,1,2
38,20,1,1
42,27,2,2
45,28,1,2
39,16,1,1
68,42,1,3
45,30,1,2
54,32,1,2
51,51,1,2
31,20,5,1
53,34,1,3
38,19,1,1
39,20,1,1
52,31,1,2
65,43,5,3
32,18,1,1
38,19,1,1
35,19,2,1
107,60,4,4
62,62,1,2
53,32,1,2
38,18,1,1
46,30,1,2
52,46,1,1
67,67,1,3
71,62,1,2
45,27,1,2
51,34,1,3
40,40,1,1
74,74,1,2
39,37,4,1
45,28,1,2
68,45,5,3
57,32,6,2
44,27,1,2
57,33,2,3
48,21,4,1
32,18,1,1
45,27,1,2
77,45,1,3
59,57,1,2
47,30,1,2
37,37,1,1
83,53,2,3
42,17,4,1
37,19,1,1
62,45,1,3
76,45,1,3
53,30,1,2
31,21,1,1
84,50,1,3
64,45,1,3
45,28,5,2
34,19,1,1
43,20,6,1
44,27,1,2
43,29,2,2
65,46,1,3
37,19,1,1
38,19,1,1
74,43,1,3
75,44,1,3
97,68,2,4
32,18,1,1
85,54,1,3
32,20,1,1
44,29,1,2
53,33,1,3
77,77,4,2
76,36,2,2
34,17,2,1
29,27,1,1
43,28,2,2
38,19,1,1
78,45,1,3
58,32,1,2
38,23,1,2
50,30,1,2
41,20,1,1
36,20,5,1
58,43,1,2
39,38,1,1
73,44,1,3
50,18,6,1
37,19,5,1
45,19,1,1
44,18,1,1
73,72,6,2
54,32,1,2
43,43,1,2
36,17,2,1
64,43,1,3
52,31,1,2
52,30,1,2
32,18,1,1
74,43,1,3
37,22,5,2
51,30,1,2
44,30,1,2
82,50,1,4
71,71,1,3
64,43,1,3
56,40,6,2
46,27,1,2
53,32,1,2
44,28,2,2
54,29,1,2
56,29,4,2
43,17,4,1
81,43,1,3
37,19,1,1
37,37,4,1
51,30,1,2
59,33,1,2
38,20,1,1
79,52,1,3
42,28,2,2
54,30,1,2
42,27,1,2
58,58,1,2
51,30,1,2
43,29,2,2
57,32,5,2
64,39,1,3
71,40,1,2
40,23,5,2
76,40,6,3
65,64,6,3
72,46,2,3
68,46,2,3
39,20,1,1
90,38,6,2
34,21,2,2
74,50,2,3
67,43,1,3
59,37,1,3
42,24,1,2
54,32,2,2
53,30,1,2
52,52,1,2
38,20,1,1
54,32,1,2
53,30,1,2
53,30,1,2
79,79,1,3
58,39,1,3
75,38,4,2
51,51,4,1
45,28,2,2
97,68,2,4
38,38,1,1
38,22,5,2
77,53,2,3
65,63,1,2
84,48,1,3
