full_sq,life_sq,material,num_room
81,48,1,3
29,27,4,1
82,50,1,3
58,32,1,2
30,18,1,1
32,19,2,1
65,44,2,3
56,32,6,2
44,44,1,1
33,19,1,1
45,27,1,2
62,62,4,1
43,43,1,1
38,24,2,2
44,25,2,1
45,30,5,2
55,30,1,2
64,39,1,3
40,26,2,2
76,50,2,3
60,60,1,2
38,18,5,1
63,34,1,2
55,36,1,3
35,19,5,1
38,19,1,1
43,29,2,2
38,17,4,1
58,32,1,2
45,29,1,2
50,30,1,2
33,16,2,1
34,19,5,1
30,18,2,1
38,19,1,1
76,50,2,3
36,19,1,1
45,28,1,2
38,20,1,1
39,37,1,1
32,21,1,1
39,19,1,1
44,28,2,2
27,18,2,1
28,17,2,1
76,36,2,2
39,22,1,2
44,28,1,2
39,19,1,1
30,17,5,1
41,27,1,2
37,20,4,1
64,40,1,3
27,16,1,1
79,49,2,3
53,30,1,2
73,43,1,3
36,18,2,1
78,78,1,3
60,34,1,2
34,20,1,1
78,22,1,1
41,25,2,2
49,49,4,1
50,28,2,2
37,37,1,1
76,38,4,3
33,19,1,1
38,19,5,1
73,47,2,3
38,18,1,1
58,36,1,3
64,64,1,2
32,19,2,1
45,28,1,2
44,31,2,2
33,33,1,1
100,62,1,4
62,43,1,3
76,52,1,4
56,31,1,2
64,42,2,3
47,30,4,2
61,56,4,2
44,27,1,2
23,15,2,1
32,19,2,1
35,21,5,1
51,30,1,2
77,51,2,3
68,44,5,3
38,20,1,1
61,34,1,2
45,30,1,2
55,27,4,2
47,29,2,2
36,36,1,1
39,23,1,2
39,18,2,1
30,18,2,1
82,46,1,3
82,42,1,3
43,24,2,2
99,99,1,3
115,55,4,3
40,40,1,1
74,45,1,3
41,20,1,1
40,25,2,2
73,44,1,3
61,32,1,2
35,19,5,1
63,63,1,2
38,37,1,1
32,19,1,1
32,16,1,1
88,76,5,1
65,43,1,3
82,82,4,3
39,17,1,1
47,17,1,1
94,94,1,3
65,43,2,3
24,16,2,1
74,40,1,3
46,46,1,1
74,50,2,3
36,18,5,1
67,67,1,2
38,19,1,1
100,63,1,4
32,16,6,1
41,41,4,1
33,19,1,1
40,23,1,1
41,17,5,1
52,30,1,2
77,31,1,2
30,17,2,1
43,21,1,1
82,48,1,3
58,30,1,2
57,33,1,2
43,28,2,2
35,14,1,1
32,18,1,1
47,47,1,1
53,32,1,2
38,38,4,1
34,17,2,1
38,21,5,1
144,92,4,4
60,42,1,3
35,19,1,1
51,31,2,2
45,30,1,2
64,33,1,2
102,56,1,3
32,16,1,1
60,34,1,2
45,28,1,2
36,19,1,1
35,18,2,1
54,53,1,2
64,64,1,2
59,42,1,3
75,44,1,3
37,17,1,1
78,46,1,3
98,20,2,4
59,36,2,2
46,29,5,2
51,30,1,2
80,80,6,2
35,19,5,1
59,22,2,1
74,43,1,3
63,63,1,1
31,16,1,1
58,42,2,3
39,20,6,1
39,22,1,2
44,31,2,2
40,40,1,1
63,38,1,3
82,82,1,1
52,30,1,2
54,32,1,2
79,74,1,3
108,58,4,3
54,30,1,2
65,45,1,3
86,44,1,3
75,43,1,3
75,44,1,3
62,32,1,2
35,19,5,1
39,24,1,1
100,80,6,3
75,43,1,3
39,20,4,1
34,18,5,1
43,27,1,2
74,45,1,3
54,36,1,3
78,47,1,3
76,41,1,3
37,19,1,1
31,19,1,1
76,44,4,3
31,18,2,1
75,44,1,3
60,31,4,2
32,19,1,1
77,46,1,3
42,26,2,2
32,21,5,2
39,21,1,1
64,29,5,2
39,19,1,1
53,32,1,2
55,32,1,2
38,18,1,1
39,25,2,2
40,18,1,1
31,18,2,1
66,39,2,3
47,31,5,2
52,30,1,2
34,19,5,1
48,30,2,1
78,47,1,3
43,21,1,1
63,37,5,3
32,20,1,1
94,66,2,3
36,21,1,1
61,61,1,2
85,62,2,4
77,45,1,3
44,27,2,2
50,33,1,2
35,18,1,1
38,18,1,1
59,42,1,3
71,71,1,3
46,30,1,2
54,32,1,2
53,30,1,2
79,41,6,3
34,19,1,1
71,71,1,2
38,18,1,1
54,30,1,2
45,29,1,2
35,19,5,1
54,32,1,2
55,33,2,2
81,81,4,3
38,19,1,1
40,20,1,1
74,46,1,3
35,14,1,1
36,19,1,1
53,32,1,2
40,20,1,1
45,29,1,2
82,51,1,3
56,33,2,3
51,30,1,2
91,40,4,2
43,27,1,2
36,16,1,1
52,52,1,2
75,73,1,3
79,53,5,3
46,22,2,1
15,11,2,1
56,36,5,3
53,32,1,2
32,18,1,1
47,30,1,2
41,20,1,1
36,22,5,2
90,58,2,3
41,41,4,1
66,44,5,3
49,17,1,1
121,66,6,3
64,45,2,3
41,21,1,1
64,60,1,2
32,19,1,1
74,46,1,3
81,41,6,3
41,26,2,2
53,28,1,2
83,51,2,3
160,155,4,4
51,30,1,2
43,19,1,1
98,52,1,3
1,1,1,1
52,50,6,2
54,30,1,2
69,69,2,3
75,51,2,3
60,60,4,2
53,35,6,2
40,20,1,1
38,19,1,1
75,44,1,3
42,17,1,1
54,36,1,3
86,56,2,3
30,18,2,1
32,18,1,1
61,34,1,2
59,33,1,2
41,20,1,1
76,45,1,3
51,51,1,1
58,42,6,2
42,19,4,1
38,19,5,1
45,29,1,2
38,19,1,1
56,29,1,2
71,71,6,2
52,34,1,3
46,27,1,2
44,29,1,2
31,17,1,1
53,34,1,3
37,37,1,1
81,49,1,4
45,28,1,2
32,16,1,1
118,69,6,4
76,37,6,2
134,134,1,3
48,28,5,2
43,30,2,2
60,34,1,2
32,17,1,1
47,31,1,2
82,50,1,3
42,41,2,2
33,21,5,1
40,26,1,2
73,53,2,4
75,41,1,3
79,79,1,3
84,47,4,3
116,116,1,3
58,43,1,3
41,20,1,1
61,29,4,2
40,21,1,1
30,18,2,1
45,45,1,1
44,28,1,2
63,31,1,2
38,23,2,2
36,20,1,1
51,30,1,2
55,28,1,2
53,30,2,2
58,41,5,3
72,42,2,3
122,72,2,4
30,18,2,1
78,51,2,3
60,34,1,2
64,37,1,2
77,53,2,3
59,43,1,3
49,18,1,1
62,38,1,3
44,30,1,2
41,26,1,2
56,37,2,3
64,33,1,2
74,43,1,3
31,12,4,1
55,32,2,2
37,37,1,1
81,45,1,3
53,28,1,2
57,57,1,2
53,29,1,2
60,28,2,1
58,38,1,3
38,19,1,1
44,29,1,2
64,45,1,3
37,18,5,1
29,16,5,1
77,46,1,3
51,51,1,2
58,34,1,2
46,46,6,1
37,19,1,1
33,18,1,1
62,41,1,3
46,29,1,2
31,19,2,1
51,30,1,2
38,17,1,1
56,38,1,3
31,18,2,1
53,25,2,2
75,53,1,3
37,19,1,1
35,19,2,1
80,80,4,3
35,17,2,1
38,18,5,1
35,21,1,1
33,14,1,1
41,20,1,1
39,24,2,2
38,18,2,1
50,30,1,2
49,18,4,1
43,20,1,1
40,20,1,1
102,63,1,4
74,43,1,3
35,14,1,1
64,64,1,2
73,44,1,3
37,18,5,1
57,37,1,3
62,32,1,2
87,49,1,3
97,56,6,3
54,30,1,2
40,23,5,2
43,28,2,2
62,42,1,3
37,19,1,1
38,22,5,2
100,100,1,2
45,27,1,2
53,35,2,3
56,40,2,3
45,29,1,2
64,41,2,3
51,30,1,2
82,48,1,3
38,25,2,2
59,45,1,3
78,44,1,3
53,30,1,2
49,49,1,1
69,43,2,3
41,18,1,1
34,16,2,1
43,28,1,2
39,18,2,1
38,38,1,1
35,17,1,1
58,32,1,2
29,15,1,1
44,28,1,2
74,46,1,3
37,22,2,2
38,19,1,1
60,33,1,2
63,40,1,3
37,19,1,1
181,81,6,4
65,43,1,4
31,17,2,1
31,30,4,1
64,45,1,3
66,46,5,3
61,31,1,2
45,28,1,2
41,17,1,1
38,19,1,1
80,45,1,3
49,31,5,2
55,37,1,3
44,27,2,2
45,28,5,2
35,20,5,1
36,20,2,1
52,30,1,2
77,44,1,3
63,63,1,2
92,92,4,3
75,45,1,3
75,45,1,3
37,22,5,2
45,29,1,2
62,39,1,3
55,30,2,2
32,21,5,1
38,19,1,1
34,20,2,1
39,23,5,2
53,30,1,2
37,18,1,1
48,29,2,2
55,30,4,2
100,68,2,3
38,19,1,1
56,29,1,2
96,53,1,3
99,55,1,3
39,16,1,1
60,34,4,2
78,49,2,3
44,28,1,2
65,35,1,2
38,20,1,1
54,32,1,2
37,18,1,1
44,28,2,2
68,40,2,2
74,43,1,3
41,25,2,2
44,28,2,2
43,17,4,1
56,38,1,3
34,19,5,1
31,20,1,1
45,27,1,2
32,32,1,3
36,19,2,1
38,19,1,1
37,19,1,1
57,30,1,2
54,32,1,2
35,19,2,1
79,50,1,3
30,18,2,1
59,40,1,3
101,68,2,4
37,18,1,1
45,28,2,2
28,27,1,1
60,60,1,2
76,44,1,3
40,20,1,1
39,20,1,1
37,37,1,1
77,77,1,3
48,31,2,3
92,92,1,4
38,17,4,1
47,47,1,1
30,17,1,1
46,31,1,2
75,75,1,3
39,19,1,1
31,20,1,1
81,43,1,3
69,33,4,2
37,18,1,1
98,66,2,3
51,29,1,2
31,21,1,1
47,30,1,2
118,61,6,3
40,40,1,1
101,64,1,4
66,29,1,2
37,22,5,2
33,20,2,2
57,33,1,2
52,28,2,2
59,42,1,3
51,30,1,2
44,28,2,2
47,27,2,2
77,77,4,2
54,34,2,2
30,16,2,1
72,47,2,3
38,18,1,1
46,21,1,1
80,45,1,3
59,33,1,2
44,28,1,2
83,47,2,3
36,18,1,1
104,60,6,3
38,38,2,1
60,33,1,2
54,34,2,3
42,20,1,1
54,28,1,2
42,29,2,2
64,64,1,2
53,33,1,2
65,39,1,3
73,51,2,3
36,36,1,1
76,45,1,3
66,46,1,3
38,18,1,1
59,43,1,3
53,33,2,2
42,24,1,2
40,17,2,1
45,30,5,2
32,20,1,1
33,17,5,1
38,37,5,2
85,85,4,3
47,30,1,2
51,51,2,1
35,21,2,2
31,16,2,1
31,31,5,1
32,21,5,1
72,40,1,3
37,17,2,1
77,46,1,3
51,30,1,2
54,36,1,3
40,27,2,2
32,17,2,1
29,16,2,1
47,47,1,1
35,17,4,1
65,37,2,2
44,28,1,2
100,95,6,4
56,31,2,2
38,19,1,1
29,29,2,1
45,45,4,1
64,39,1,3
58,33,1,2
33,15,1,1
32,20,1,1
77,45,1,3
62,62,1,2
35,19,1,1
40,40,1,1
32,20,1,1
47,30,1,2
76,44,1,3
45,28,5,2
54,27,5,2
17,13,2,1
36,21,1,1
37,19,1,1
89,59,2,3
41,41,4,1
59,38,1,3
77,52,2,3
59,27,2,2
46,30,1,2
75,46,1,3
78,43,1,3
61,33,1,2
39,21,1,1
30,17,1,1
35,35,4,1
49,34,1,3
117,117,1,3
43,27,1,2
38,19,1,1
76,76,1,3
45,28,1,2
40,40,1,1
94,59,1,4
79,79,1,3
29,13,1,1
32,18,1,1
37,19,1,1
37,19,1,1
51,34,1,3
62,39,1,3
75,44,1,3
75,53,2,3
63,45,1,3
53,38,1,3
60,35,2,2
50,29,1,2
37,17,1,1
59,43,1,3
50,29,1,2
38,19,1,1
30,18,1,1
53,30,1,2
67,47,2,3
50,30,1,2
73,73,1,2
46,28,1,2
38,19,1,1
39,16,1,1
57,36,2,2
60,44,1,3
95,61,1,4
66,66,1,1
44,29,2,2
38,19,5,1
45,30,5,2
75,44,1,3
