full_sq,life_sq,material,num_room
57,57,1,2
37,37,4,1
74,46,1,3
53,30,1,2
43,27,1,2
46,28,5,2
38,19,2,1
48,48,6,1
37,19,1,1
71,40,1,2
39,19,5,1
59,58,4,2
43,28,2,2
59,42,1,3
58,34,1,2
96,55,1,4
32,16,1,1
72,72,1,2
36,17,1,1
39,21,5,2
76,45,1,3
38,38,1,1
40,40,4,1
62,62,1,2
68,62,4,2
30,17,1,1
45,30,1,2
81,55,2,3
77,40,1,1
43,27,5,2
62,58,1,2
32,16,1,1
38,20,1,1
37,18,1,1
39,25,2,2
51,30,5,2
43,28,2,2
42,27,2,2
42,38,1,1
42,26,1,2
35,20,5,1
32,20,1,1
55,32,1,2
121,62,4,3
40,17,1,1
37,17,5,1
57,33,1,2
52,27,1,2
77,77,1,3
44,29,1,2
33,33,2,1
53,29,1,2
44,28,1,2
65,44,1,3
37,22,5,2
37,23,5,2
57,40,2,3
52,30,1,2
37,18,1,1
220,176,4,2
36,17,1,1
34,19,5,1
31,17,1,1
51,30,1,2
34,19,5,1
44,40,4,1
32,18,1,1
76,73,1,3
56,31,1,2
44,28,1,2
52,30,1,2
55,36,1,3
35,19,1,1
38,19,1,1
44,27,2,2
42,23,5,2
58,30,1,2
37,19,1,1
70,67,4,2
38,19,1,1
42,21,1,1
63,44,1,3
32,17,1,1
85,49,1,3
81,50,5,3
58,32,1,2
46,30,1,2
18,13,2,1
31,17,1,1
73,44,1,3
131,72,4,4
34,33,1,1
59,42,1,3
37,18,1,1
37,22,5,2
64,30,1,1
55,30,4,2
33,19,2,1
42,29,1,2
44,27,1,2
76,45,1,3
38,20,4,1
54,32,1,2
38,21,1,2
53,32,1,2
48,19,4,1
36,18,5,1
35,19,1,1
30,18,5,1
37,22,5,2
37,19,1,1
50,28,1,2
37,19,2,1
46,19,2,1
39,38,1,1
60,44,1,3
64,39,1,3
38,19,1,1
52,30,1,2
79,79,1,3
39,20,1,1
69,35,6,2
79,79,1,3
76,45,1,3
74,53,2,3
59,43,1,3
37,18,1,1
44,31,2,2
39,16,4,1
52,30,1,2
38,19,1,1
42,18,6,1
57,33,5,2
29,17,2,1
68,39,1,3
40,40,4,1
44,28,1,2
53,30,1,2
29,16,2,1
44,28,1,2
57,57,1,2
112,76,2,4
52,34,1,3
45,24,2,2
32,18,2,1
36,24,5,1
39,18,1,1
67,42,1,3
34,21,2,2
34,34,1,1
43,26,2,2
59,38,1,3
37,19,1,1
80,54,2,3
36,20,1,1
85,85,1,3
68,45,5,3
39,23,5,2
47,30,1,2
31,31,1,1
40,40,1,1
54,32,1,2
64,34,1,2
40,36,4,1
43,29,2,2
31,18,2,1
78,47,2,3
33,18,2,1
63,60,1,2
38,38,1,1
41,25,1,2
35,20,1,1
41,20,1,1
61,38,1,3
31,19,1,1
46,29,1,2
50,34,1,2
34,19,5,1
44,16,1,1
43,27,2,2
38,19,1,1
32,18,1,1
75,46,1,3
50,33,1,3
45,30,1,2
29,15,1,1
73,41,4,2
44,28,1,2
75,44,1,3
