full_sq,life_sq,material,num_room
35,19,1,1
35,16,2,1
29,16,1,1
44,29,1,2
54,32,1,2
64,64,1,2
38,37,1,2
51,30,1,2
61,58,1,2
53,32,1,2
32,20,1,1
43,28,2,2
79,45,1,3
50,29,1,2
57,30,1,2
33,17,1,1
51,30,5,2
39,18,1,1
39,39,1,1
39,17,1,1
60,43,1,3
44,27,1,2
78,43,1,3
60,28,4,2
20,12,2,1
38,22,5,2
37,21,5,2
46,31,5,2
100,100,6,3
41,22,5,2
43,27,2,2
85,52,1,3
46,30,1,2
41,41,1,2
55,30,1,2
45,29,1,2
50,27,2,2
36,20,5,1
32,16,4,1
36,18,4,1
45,33,1,2
37,22,5,2
37,22,5,2
79,45,1,3
51,30,1,2
59,38,1,3
44,29,1,2
43,27,2,2
43,43,1,1
51,30,1,2
51,30,1,2
34,14,1,1
61,32,1,2
41,17,5,1
32,18,5,1
58,34,1,2
44,27,1,2
84,52,1,3
51,30,1,2
53,32,2,2
79,79,1,3
32,20,5,1
45,25,5,2
108,57,4,3
47,20,1,1
41,24,2,2
43,20,1,1
77,46,1,3
45,22,1,1
35,19,1,1
31,19,1,1
29,29,4,1
50,31,1,2
40,22,5,2
39,21,5,2
42,24,1,2
77,74,1,3
41,18,1,1
52,30,1,2
59,38,1,3
32,18,1,1
39,39,1,2
65,65,1,3
46,27,1,2
91,91,6,3
94,58,6,3
41,26,2,2
38,18,2,1
44,44,1,1
31,18,2,1
55,34,2,2
60,34,1,2
44,28,1,2
102,102,1,3
40,20,1,1
33,19,1,1
79,44,1,3
48,30,1,2
30,15,1,1
112,112,1,3
55,31,1,2
35,20,5,1
45,26,1,2
41,20,1,1
38,22,1,2
61,38,1,3
38,18,1,1
46,29,5,2
51,30,1,2
82,42,1,3
60,34,1,2
83,83,6,2
51,30,1,2
38,38,1,1
36,20,1,1
63,43,1,3
44,30,2,2
38,18,1,1
76,45,1,3
37,19,5,1
20,11,2,1
72,43,1,3
56,31,1,2
38,38,1,1
31,21,5,1
117,66,1,4
46,29,5,2
38,20,1,1
74,45,1,3
61,61,1,2
57,32,1,2
34,34,4,1
36,36,1,1
60,43,1,3
57,39,1,3
75,46,1,3
33,20,2,1
74,74,1,3
33,20,1,1
32,18,1,1
31,21,5,1
39,18,2,1
52,52,4,2
85,85,1,3
63,33,1,2
41,24,1,2
76,45,1,3
60,44,1,3
76,40,6,3
50,38,1,3
99,55,1,3
32,18,1,1
81,55,2,3
39,26,2,2
52,33,6,2
32,21,5,1
45,40,2,1
52,30,1,2
63,34,1,2
74,46,1,3
31,18,2,1
52,52,1,2
52,30,1,2
58,33,1,2
57,40,2,3
38,19,5,1
74,46,1,3
56,36,2,2
32,18,1,1
72,43,1,3
73,44,5,3
33,19,1,1
76,45,1,3
49,31,1,2
63,58,6,2
31,19,1,1
32,19,1,1
70,43,1,3
54,37,1,3
34,19,5,1
64,43,1,3
41,25,5,2
36,19,1,1
52,30,1,2
44,17,1,1
74,45,1,3
53,30,1,2
36,14,1,1
63,44,1,3
49,49,1,2
65,64,2,3
58,30,1,2
37,19,6,1
51,22,1,1
45,18,6,1
115,62,4,3
51,29,1,2
42,28,2,2
75,46,1,3
52,31,1,2
77,46,1,3
58,42,2,3
76,45,1,3
63,30,6,2
43,27,1,2
43,19,1,1
30,18,5,1
36,20,5,1
41,25,2,2
47,30,1,2
75,44,1,3
38,19,5,1
53,32,1,2
39,20,1,1
61,39,1,3
77,77,1,3
40,38,1,1
31,20,1,1
95,95,1,3
34,19,1,1
42,42,1,1
98,55,6,3
62,39,1,3
35,19,1,1
64,60,1,2
32,17,5,1
41,18,1,1
38,18,5,1
15,11,2,1
60,41,5,2
78,43,1,3
48,28,1,2
42,18,6,1
36,19,1,1
52,30,1,2
39,25,2,2
69,37,2,2
53,40,2,3
83,83,1,3
63,60,1,3
42,18,1,1
41,25,1,2
32,20,1,1
33,17,1,1
30,19,5,1
40,26,2,2
43,27,1,2
41,20,1,1
137,70,4,3
35,19,5,1
84,44,1,3
71,52,2,3
34,19,5,1
41,27,5,2
38,18,1,1
31,18,2,1
59,58,4,2
36,22,5,2
66,42,2,3
54,34,2,3
31,17,1,1
67,46,1,3
59,33,1,2
51,51,1,2
42,17,1,1
90,48,1,2
47,18,1,1
47,32,5,2
84,41,4,2
47,31,1,2
62,39,1,3
76,52,1,4
41,26,1,2
56,37,1,3
32,18,1,1
35,20,5,1
51,29,1,2
67,45,5,3
53,53,1,2
34,21,2,2
64,64,4,2
60,42,1,3
63,44,1,3
39,20,1,1
55,38,6,2
37,18,1,1
70,47,2,3
35,18,1,1
32,15,1,1
81,53,2,3
79,77,1,3
60,34,1,2
40,40,1,1
64,43,1,3
38,20,1,1
91,54,1,4
32,20,1,1
39,22,1,2
44,27,2,2
54,32,1,2
30,16,2,1
51,30,1,2
95,95,4,3
48,30,1,2
36,21,1,1
52,50,2,2
47,30,5,2
38,20,1,1
45,30,1,2
58,43,1,3
38,16,2,1
33,19,2,1
39,20,1,1
35,20,1,1
60,37,1,3
44,20,6,1
41,41,1,1
19,13,2,1
62,62,1,2
57,40,1,3
74,45,1,3
87,50,1,3
102,94,1,3
44,27,1,2
39,21,1,1
40,19,4,1
74,43,1,3
37,19,1,1
45,29,1,2
31,19,2,1
53,30,1,2
41,21,1,1
61,42,1,3
43,23,1,2
79,50,1,3
30,18,2,1
39,23,5,2
72,43,1,3
47,31,5,2
121,74,4,4
33,17,1,1
47,30,1,2
38,38,6,1
118,57,6,3
83,53,2,3
40,21,1,1
52,29,1,2
64,29,1,2
40,19,2,1
71,42,1,3
42,28,1,2
65,44,2,3
60,60,1,2
74,74,1,3
74,45,1,3
31,17,5,1
39,18,2,1
65,32,2,2
45,29,5,2
57,33,2,3
74,45,1,3
52,30,1,2
37,17,4,1
41,20,1,1
38,19,1,1
56,35,6,2
62,35,2,2
44,28,2,2
52,30,1,2
31,17,1,1
54,28,1,2
29,17,2,1
60,44,1,3
72,43,1,3
55,36,5,3
41,41,1,1
44,27,1,2
53,31,2,2
37,18,1,1
28,27,2,1
100,64,1,4
91,62,1,4
30,17,2,1
74,41,1,3
42,24,5,2
60,33,1,2
44,43,1,1
35,19,1,1
77,46,1,3
38,17,2,1
58,58,1,2
34,34,1,1
63,46,1,4
62,37,1,3
54,32,1,2
37,19,5,1
36,18,2,1
76,41,2,2
96,55,1,4
59,35,2,2
44,29,2,2
50,29,1,2
72,50,2,3
37,19,1,1
59,31,4,2
72,41,2,3
35,19,5,1
44,28,2,2
54,28,1,2
56,38,1,3
41,20,1,1
81,44,1,3
36,19,2,1
59,43,1,3
61,61,1,2
54,32,1,2
43,29,2,2
54,28,1,2
34,20,1,1
42,27,1,2
42,28,2,2
30,18,1,1
39,20,1,1
39,23,5,2
48,48,1,1
58,34,1,2
38,20,1,1
33,17,5,1
32,18,1,1
80,48,2,3
39,39,2,1
41,20,1,1
40,17,2,1
72,43,1,3
34,19,5,1
38,19,2,1
41,41,1,1
41,25,2,2
63,45,1,3
73,44,1,3
43,28,2,2
67,46,1,3
63,44,1,3
49,31,5,2
85,42,1,3
27,27,6,1
38,38,1,1
32,18,1,1
34,34,1,1
77,43,1,3
38,19,1,1
31,31,4,1
46,29,1,2
52,35,1,3
77,44,1,3
65,44,5,3
35,21,2,2
37,19,1,1
37,25,2,2
51,29,2,2
41,27,1,2
46,28,1,2
38,19,1,1
63,33,1,2
34,34,4,1
45,30,5,2
76,45,1,3
37,19,1,1
51,51,1,2
35,18,1,1
32,18,1,1
66,45,2,3
46,29,1,2
30,17,1,1
96,54,1,4
35,19,5,1
49,49,1,1
60,34,1,2
64,46,1,4
77,46,1,3
58,40,1,3
44,28,5,2
66,28,1,2
38,19,1,1
58,43,1,3
63,33,1,2
27,27,4,1
37,19,1,1
72,40,1,3
58,34,1,2
38,23,2,1
29,16,2,1
61,31,1,2
54,30,1,2
38,18,1,1
42,28,2,2
77,77,1,3
51,30,1,2
53,30,1,2
40,25,2,2
81,47,1,3
54,30,1,2
75,44,1,3
56,40,2,3
44,27,1,2
41,25,1,2
30,18,1,1
76,45,1,3
47,29,2,2
64,40,2,3
78,46,5,1
40,18,1,1
38,19,5,1
51,34,1,3
39,23,5,2
38,38,1,1
37,22,1,2
82,50,1,4
59,34,1,2
46,18,1,1
57,38,2,3
36,17,2,1
44,29,2,2
95,63,1,4
50,33,5,2
74,74,1,2
74,45,1,3
80,48,2,3
44,27,1,2
39,19,1,1
64,33,4,2
58,42,1,3
50,30,1,2
75,44,1,3
44,28,1,2
65,40,2,3
56,56,1,2
62,39,1,3
53,40,1,3
54,32,4,2
51,30,1,2
43,28,2,2
33,18,1,1
31,20,1,1
68,44,5,3
33,18,1,1
59,33,1,2
41,26,2,2
45,30,5,2
26,14,1,1
53,30,1,2
41,25,2,2
63,42,6,2
53,31,1,2
50,30,1,2
45,28,1,2
37,19,1,1
70,43,1,3
38,19,5,1
31,20,1,1
40,18,1,1
33,17,1,1
37,19,5,1
42,19,1,1
35,20,5,1
32,18,2,1
46,30,5,2
60,34,1,2
82,47,1,3
44,44,6,1
38,22,1,2
65,47,1,3
81,81,2,4
35,19,1,1
29,17,2,1
90,61,1,4
29,27,1,1
45,29,1,2
79,47,1,3
72,43,1,3
40,26,2,2
37,19,1,1
52,30,1,2
74,45,1,3
67,42,1,3
32,21,5,1
32,20,2,1
88,56,2,3
38,22,5,2
47,47,4,1
40,20,1,1
53,32,1,2
48,48,6,1
43,43,1,1
78,43,1,3
58,32,1,2
31,15,2,1
54,28,1,2
39,20,1,1
43,29,2,2
46,30,1,2
39,20,1,1
63,38,1,3
90,61,2,4
45,28,5,2
51,30,1,2
31,18,1,1
50,30,1,2
75,51,2,3
59,42,1,3
68,31,1,2
77,77,1,3
38,38,1,1
63,43,1,3
72,43,1,3
38,20,1,1
52,19,1,2
39,21,1,1
34,32,5,1
33,19,1,1
34,15,1,1
35,18,2,1
42,28,2,2
47,28,2,2
51,23,1,1
45,17,1,1
37,18,5,1
57,33,2,2
47,30,1,2
63,37,1,3
31,21,4,1
39,19,1,1
87,56,2,3
39,19,4,1
66,45,1,3
80,80,1,3
48,33,1,2
60,60,4,2
46,18,6,1
34,22,2,2
40,26,2,2
53,29,1,2
45,28,1,2
57,57,1,1
61,43,1,3
39,39,1,1
41,26,1,2
57,29,2,2
37,19,5,1
45,28,1,2
32,20,1,1
30,17,1,1
35,19,5,1
36,18,5,1
50,30,1,2
32,19,1,1
52,52,1,2
41,20,6,1
43,26,2,2
58,36,1,3
38,18,1,1
49,49,4,1
59,45,1,3
101,65,1,4
36,19,2,1
42,27,1,2
64,35,4,2
31,20,1,1
49,33,1,3
47,44,1,2
82,51,2,3
39,16,2,1
38,19,1,1
80,41,1,3
64,60,1,2
62,46,1,4
52,30,1,2
38,23,5,2
42,28,2,2
51,33,2,2
51,21,4,1
54,32,1,2
53,29,1,2
59,29,1,2
66,45,1,3
39,20,1,1
62,62,1,2
51,30,1,2
54,35,2,3
46,46,1,1
75,44,1,3
37,22,5,2
31,19,2,1
85,46,6,2
146,96,2,2
45,27,1,2
64,39,1,3
54,34,2,2
38,19,5,1
57,34,4,2
39,19,1,1
72,41,4,3
38,19,1,1
38,21,5,2
42,42,1,1
37,22,5,2
60,33,1,2
39,19,1,1
31,15,2,1
45,28,5,2
41,20,1,1
64,30,1,2
31,21,5,1
37,19,1,1
77,46,1,3
35,20,1,1
37,19,1,1
56,32,1,2
37,34,5,1
43,28,2,2
45,27,1,2
35,18,1,1
65,43,2,3
59,44,1,3
79,52,1,3
35,19,5,1
62,33,1,2
58,38,1,3
51,29,4,2
33,18,1,1
53,30,1,2
55,30,1,2
74,45,1,3
94,61,1,4
74,43,1,3
75,44,1,3
39,21,1,1
96,96,2,2
52,52,1,1
32,19,5,1
99,62,1,4
32,18,1,1
13,9,2,1
32,18,1,1
76,45,1,3
56,31,2,2
116,116,1,3
172,172,2,1
49,49,1,1
68,35,4,2
38,20,1,1
53,31,4,2
61,61,1,2
52,52,1,2
31,19,2,1
44,44,4,1
57,35,1,2
53,32,1,2
37,19,1,1
52,34,1,3
39,18,4,1
41,18,4,1
72,43,1,3
36,22,1,2
146,102,4,4
37,37,1,1
32,17,5,1
38,19,1,1
37,19,1,1
60,33,1,2
72,44,1,3
32,18,1,1
47,29,1,2
29,27,1,1
40,40,1,1
57,37,2,3
77,46,1,3
43,28,1,2
39,19,1,1
63,37,2,2
49,32,5,2
57,35,2,2
40,20,1,1
60,44,1,3
60,60,1,2
96,58,1,4
41,37,1,1
57,57,4,2
36,21,5,2
34,19,1,1
74,74,1,3
35,35,1,1
36,21,1,1
51,33,6,2
65,32,4,2
74,47,5,3
46,27,1,2
30,18,1,1
56,55,1,2
30,18,1,1
47,29,1,2
113,64,4,3
47,47,1,1
49,31,5,2
42,24,1,2
34,19,2,1
54,32,1,2
44,27,1,2
77,39,6,2
101,91,4,1
37,22,5,2
39,39,1,1
41,20,1,1
75,43,1,3
44,29,1,2
45,29,1,2
39,19,1,1
35,19,5,1
43,29,2,2
109,50,4,2
77,46,1,3
44,27,1,2
37,37,1,1
51,30,1,2
43,28,2,2
52,30,1,2
38,23,1,2
31,18,2,1
58,30,1,2
73,42,6,3
44,27,2,2
63,33,1,2
39,20,1,1
37,23,1,2
21,13,2,1
42,28,1,2
39,19,1,1
53,32,1,2
44,29,2,2
54,33,2,2
40,40,1,1
50,35,1,2
74,39,4,2
58,30,1,2
40,17,1,1
39,23,5,2
53,32,1,2
38,19,1,1
33,18,1,1
86,86,1,3
32,20,1,1
134,66,4,3
143,61,2,3
78,53,2,3
62,37,1,3
72,53,1,4
51,51,1,2
62,62,1,2
89,89,6,3
32,17,2,1
58,34,1,2
32,18,1,1
